,Unnamed: 0,ID,Utterance,Speaker,Dialogue_ID,Target
175,175.0,TRAIN_0175,"Oh umm, my big scene is coming up. Big scene coming up.",Joey,17.0,joy
176,176.0,TRAIN_0176,"If you said, ""Big lima bean, bubbling up."" Would she understand the difference?",Chandler,17.0,neutral
177,177.0,TRAIN_0177,Rach? What are you doing?,Monica,17.0,neutral
178,178.0,TRAIN_0178,"Oh boy, I just can't watch. It's too scary!",Rachel,17.0,fear
179,179.0,TRAIN_0179,It's a diaper commercial.,Monica,17.0,neutral
180,180.0,TRAIN_0180,"Oh yeah well, you know me, babies, responsibilities, ahhh!!!",Rachel,17.0,fear
181,181.0,TRAIN_0181,Pizza delivery!,Caitlin,17.0,joy
182,182.0,TRAIN_0182,I'll get it! I will get that!,Ross,17.0,joy
183,183.0,TRAIN_0183,Hi!,Caitlin,17.0,joy
184,184.0,TRAIN_0184,Hi!,Ross,17.0,joy
185,185.0,TRAIN_0185,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?",Ross,18.0,neutral
186,186.0,TRAIN_0186,"Uhh, the ball thing.",Joey,18.0,neutral
187,187.0,TRAIN_0187,Yeah?,Ross,18.0,neutral
188,188.0,TRAIN_0188,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!",Joey,18.0,joy
189,189.0,TRAIN_0189,"Uhh,",Ross,18.0,neutral
190,190.0,TRAIN_0190,Okay!,Joey,18.0,joy
191,191.0,TRAIN_0191,Uh-oh.,Joey,18.0,fear
192,192.0,TRAIN_0192,What?,Ross,18.0,neutral
193,193.0,TRAIN_0193,I have to pee. And Rachel's in the bathroom!,Joey,18.0,sadness
194,194.0,TRAIN_0194,"Man, I didn't think we were gonna make it!",Joey,18.0,surprise
195,195.0,TRAIN_0195,"I know!  Don't switch hands, okay?",Ross,18.0,fear
196,196.0,TRAIN_0196,Hey.,Joey,19.0,neutral
197,197.0,TRAIN_0197,Hey!,Phoebe,19.0,neutral
198,198.0,TRAIN_0198,How did it go with Erin?,Rachel,20.0,neutral
199,199.0,TRAIN_0199,"Oh, unbelievable! We had the best time!",Joey,20.0,joy
200,200.0,TRAIN_0200,"Yay!! Oh so, you’re not, you’re not mad at us anymore?",Phoebe,20.0,joy
201,201.0,TRAIN_0201,No!,Joey,20.0,joy
202,202.0,TRAIN_0202,No!,Joey,20.0,joy
203,203.0,TRAIN_0203,No!,Joey,20.0,joy
204,204.0,TRAIN_0204,You guys were totally right!,Joey,20.0,joy
205,205.0,TRAIN_0205,This is so much better than the first time we went out.,Joey,20.0,joy
206,206.0,TRAIN_0206,Y’know?,Joey,20.0,neutral
207,207.0,TRAIN_0207,"That was so awkward, we were really nervous.",Joey,20.0,neutral
208,208.0,TRAIN_0208,Didn’t you sleep together?,Phoebe,20.0,neutral
209,209.0,TRAIN_0209,"Yeah, that really calms me down.",Joey,20.0,neutral
210,210.0,TRAIN_0210,And!,Joey,20.0,joy
211,211.0,TRAIN_0211,We have so much in common!,Joey,20.0,joy
212,212.0,TRAIN_0212,"She loves sandwiches, sports, although she is a Met fan, not much of an issue now but if we were ever to have kids, well that’s a",Joey,20.0,joy
213,213.0,TRAIN_0213,"Oh my God! Listen to you talkin’ about having kids. Oh my Joey.  Oh, please don’t get married before I do.",Rachel,20.0,surprise
214,214.0,TRAIN_0214,Okay.,Joey,20.0,neutral
215,215.0,TRAIN_0215,How does she do that?,Monica,21.0,surprise
216,216.0,TRAIN_0216,I cannot sleep in a public place.,Ross,21.0,neutral
217,217.0,TRAIN_0217,Would you look at her? She is so peaceful.,Monica,21.0,joy
218,218.0,TRAIN_0218,Oh! What what what! ...Hi.,Phoebe,21.0,surprise
219,219.0,TRAIN_0219,"It's okay, y'know, you just nodded off again.",Ross,21.0,neutral
220,220.0,TRAIN_0220,What's going on with you?,Monica,21.0,surprise
221,221.0,TRAIN_0221,I got no sleep last night!,Phoebe,21.0,anger
222,222.0,TRAIN_0222,Why?,Ross,21.0,neutral
223,223.0,TRAIN_0223,"My grandmother has this new boyfriend, and they're both kind of insecure in bed.",Phoebe,21.0,disgust
224,224.0,TRAIN_0224,"Oh, and deaf.",Phoebe,21.0,neutral
225,225.0,TRAIN_0225,"So they're constantly, like, having to reassure each other that they're having a good time.",Phoebe,21.0,neutral
226,226.0,TRAIN_0226,You have no idea how loud they are!,Phoebe,21.0,disgust
227,227.0,TRAIN_0227,"Well, if you want, you can stay with Rachel and me tonight.",Monica,21.0,neutral
228,228.0,TRAIN_0228,Thanks.,Phoebe,21.0,joy
229,229.0,TRAIN_0229,Ew! What is that? Something exploded!,Joey,22.0,disgust
230,230.0,TRAIN_0230,"It's just her water breaking. Calm down, will you?",Nurse,22.0,neutral
231,231.0,TRAIN_0231,"Water breaking, what do you mean? What's that, water breaking?",Joey,22.0,surprise
232,232.0,TRAIN_0232,"Breathe, breathe, breathe.",Nurse,22.0,neutral
233,233.0,TRAIN_0233,"Are you insane? I mean Joey, is going to kill you, he’s actually going to kill you dead.",Monica,23.0,surprise
234,234.0,TRAIN_0234,Okay! You don’t think I thought of that?,Chandler,23.0,anger
235,235.0,TRAIN_0235,How can you not know which one?,Phoebe,23.0,surprise
236,236.0,TRAIN_0236,I mean that’s unbelievable.,Rachel,23.0,joy
237,237.0,TRAIN_0237,"I mean, was it Gina?",Monica,23.0,neutral
238,238.0,TRAIN_0238,Which one is Gina?,Ross,23.0,neutral
239,239.0,TRAIN_0239,"Dark, big hair, with the airplane earrings.",Rachel,23.0,neutral
240,240.0,TRAIN_0240,"No, no, no, that’s Dina.",Monica,23.0,neutral
241,241.0,TRAIN_0241,"You see you can’t tell which one is which either, dwha!!",Chandler,23.0,surprise
242,242.0,TRAIN_0242,"I don’t know, you thought ‘See you Saturday’ was funny.",Rachel,24.0,neutral
243,243.0,TRAIN_0243,"Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with.",Rachel,24.0,neutral
244,244.0,TRAIN_0244,You guys would never want to go to a lecture with me.,Rachel,24.0,neutral
245,245.0,TRAIN_0245,Pa-haa!! I would love to go with you.,Ross,24.0,joy
246,246.0,TRAIN_0246,Really!?,Rachel,24.0,surprise
247,247.0,TRAIN_0247,"Yeah, hey I-I have clothes, I even pick them out.",Ross,24.0,neutral
248,248.0,TRAIN_0248,"I mean for, for all you know I could be a fashion..... monger.",Ross,24.0,neutral
249,249.0,TRAIN_0249,"Okay. Honey, I would love for you to go with me.  What?",Rachel,24.0,joy
250,250.0,TRAIN_0250,"What should I wear, now I’m all nervous.",Ross,24.0,fear
251,251.0,TRAIN_0251,": I know, we did it!! Hey, that was incredible, huh?!",Mr. Treeger,25.0,joy
252,252.0,TRAIN_0252,"I know, it was amazing! I mean, we totally nailed it, it was beautiful.",Joey,25.0,joy
253,253.0,TRAIN_0253,": Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball.",Mr. Treeger,25.0,joy
254,254.0,TRAIN_0254,"Oh well, okay, good luck.",Joey,25.0,joy
255,255.0,TRAIN_0255,: Yeah.,Mr. Treeger,25.0,neutral
256,256.0,TRAIN_0256,Unless you wanna practice the Foxtrot again? Or-or the Tango?,Joey,25.0,neutral
257,257.0,TRAIN_0257,": Ahh, thanks but no. You see I-I think I’m ready to dance with girls.",Mr. Treeger,25.0,neutral
258,258.0,TRAIN_0258,Okay.,Joey,25.0,neutral
259,259.0,TRAIN_0259,: Yeah.,Mr. Treeger,25.0,neutral
260,260.0,TRAIN_0260,Go get ‘em Treeger.,Joey,25.0,neutral
261,261.0,TRAIN_0261,": Right.  Hey, ahh, you wanna come? Marge has a girlfriend.",Mr. Treeger,25.0,neutral
262,262.0,TRAIN_0262,Really?,Joey,25.0,surprise
263,263.0,TRAIN_0263,": Yeah, you could dance real good with her, she’s the same size as me.",Mr. Treeger,25.0,neutral
264,264.0,TRAIN_0264,"No, I’m good.",Joey,25.0,neutral
265,265.0,TRAIN_0265,"Oh God, this is so nerve wracking! How-how do you do this?",Ross,26.0,surprise
266,266.0,TRAIN_0266,"Well, unfortunately, I don't get many callbacks so",Joey,26.0,neutral
267,267.0,TRAIN_0267,Is it a good sign that they asked us to hang around after the audition?,Carol,26.0,surprise
268,268.0,TRAIN_0268,Who knows?,Joey,26.0,neutral
269,269.0,TRAIN_0269,"Okay uh, we have narrowed it down to Raymond, Ben, Kyle, and Joey. The rest of you, thank you very much.",The Casting Director,26.0,neutral
270,270.0,TRAIN_0270,Yes!! I knew it!!  Bye-bye! So long! Later!,Ross,26.0,joy
271,271.0,TRAIN_0271,Oh this is great! I might actually get to play Ben's dad!,Joey,26.0,joy
272,272.0,TRAIN_0272,Yeah!,Ross,26.0,joy
273,273.0,TRAIN_0273,"Actually, that can't happen.",The Casting Director,26.0,neutral
274,274.0,TRAIN_0274,"Yeah because you all have such different looks, we're putting you with Raymond and Kyle with Ben.",The Casting Director,26.0,neutral
275,275.0,TRAIN_0275,So it'll be either you two  or you two.,The Casting Director,26.0,neutral
276,276.0,TRAIN_0276,"Man, this is gonna be kinda weird.",Joey,26.0,sadness
277,277.0,TRAIN_0277,"Yeah, it is.",Ross,26.0,neutral
278,278.0,TRAIN_0278,"No, we-we're gonna be like best friends, that's why it's gonna be weird.",Ross,26.0,neutral
279,279.0,TRAIN_0279,"Okay, come on, I can't get married until I get something old, something new, something borrowed, and something blue.",Monica,27.0,sadness
280,280.0,TRAIN_0280,"Okay, all right, all right, all right! Okay!  Okay, here's something, here's something blue and new.",Chandler,27.0,joy
281,281.0,TRAIN_0281,Please!,Ross,28.0,anger
282,282.0,TRAIN_0282,Are you kidding?,Ross,28.0,anger
283,283.0,TRAIN_0283,"I-I hurt three huge men, I gave a guy a bloody nose—I mean I-I’m not proud of it but, I really am.",Ross,28.0,anger
284,284.0,TRAIN_0284,"And it’s all because of you, wonderful, amazing you.",Ross,28.0,joy
285,285.0,TRAIN_0285,I think you’ve got concussion.,Emily,28.0,fear
286,286.0,TRAIN_0286,"No, no, I’m serious. Thank you.",Ross,28.0,joy
287,287.0,TRAIN_0287,You’re welcome.  I’m sorry. Did I hurt you?,Emily,28.0,fear
288,288.0,TRAIN_0288,"It’s worth the pain.  Y’know what, you know what? It’s not.",Ross,28.0,sadness
289,289.0,TRAIN_0289,Wow! That Mike thing was interesting! I don't know what's gonna happen with Phoebe and David.,Monica,29.0,surprise
290,290.0,TRAIN_0290,"I do! Want a hint? huh? ""I do""  ""I do"".",Chandler,29.0,joy
291,291.0,TRAIN_0291,"Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee.",Monica,29.0,neutral
292,292.0,TRAIN_0292,David is going to propose to Phoebe.,Chandler,29.0,joy
293,293.0,TRAIN_0293,What?  Why?,Monica,29.0,surprise
294,294.0,TRAIN_0294,"Chandler, we have talked about this.",Monica,29.0,anger
295,295.0,TRAIN_0295,You are not supposed to give people advice!,Monica,29.0,anger
296,296.0,TRAIN_0296,Now couldn't you just have made some sort of inappropriate joke?,Monica,29.0,anger
297,297.0,TRAIN_0297,I,Chandler,29.0,neutral
298,298.0,TRAIN_0298,They've only been going out for a few weeks and Phoebe is completely hung up on Mike!,Monica,29.0,anger
299,299.0,TRAIN_0299,"She'll say ""No"", David's heart will be broken, it will be too hard for them to recover from and then Phoebe will end up alone",Monica,29.0,anger
300,300.0,TRAIN_0300,"Man, that's some",Chandler,29.0,surprise
301,301.0,TRAIN_0301,"Oh, that's not what you want...",Ross,29.0,neutral
302,302.0,TRAIN_0302,"This is my father, Paul Stevens. Dad, this is Ross Geller.",Elizabeth,30.0,neutral
303,303.0,TRAIN_0303,It-it’s great to meet you Paul.,Ross,30.0,joy
304,304.0,TRAIN_0304,I usually prefer Elizabeth’s boyfriends to address me as Mr. Stevens.,Paul,30.0,neutral
305,305.0,TRAIN_0305,"Of course, of course, Mr. Stevens.",Ross,30.0,neutral
306,306.0,TRAIN_0306,"So Ross, what your problem?",Paul,30.0,anger
307,307.0,TRAIN_0307,Eh-wh—Excuse me?,Ross,30.0,surprise
308,308.0,TRAIN_0308,Why can’t you get a girlfriend your own age?,Paul,30.0,anger
309,309.0,TRAIN_0309,That’s funny. Umm….  It’s not funny.,Ross,30.0,fear
310,310.0,TRAIN_0310,I,Paul,30.0,neutral
311,311.0,TRAIN_0311,Okay.,Ross,30.0,neutral
312,312.0,TRAIN_0312,"I can, I can see that.",Ross,30.0,neutral
313,313.0,TRAIN_0313,"Umm, but I think if you give me umm, one chance I can, I can change your mind.",Ross,30.0,fear
314,314.0,TRAIN_0314,Okay.,Paul,30.0,neutral
315,315.0,TRAIN_0315,What?,Ross,30.0,neutral
